pet_id,gender,breed,age,temperature,latitude,longitude,heartbeat,activity_level,ambient_temperature
398,1,1,7.8,37.77,53.34146,-6.2394,74.59,2,26.84
399,1,0,13.6,38.84,53.34035,-6.23386,81.4,2,18.78
400,1,0,8.5,38.21,53.34572,-6.23424,89.97,1,19.02
401,1,2,6.3,38.77,53.32721,-6.24672,93.95,1,16.88
402,1,2,2.5,38.77,53.33646,-6.22798,63.67,1,7.98
403,1,0,9.1,40.04,53.34995,-6.22722,111.61,0,11.02
404,1,1,3.0,38.64,53.3339,-6.22499,66.16,3,22.87
405,1,1,6.1,38.17,53.34876,-6.23408,83.61,0,11.8
406,1,3,11.0,37.71,53.3448,-6.22566,134.56,0,25.8
407,1,0,14.0,38.7,53.33122,-6.24875,100.7,0,15.09
408,1,0,5.5,38.19,53.32676,-6.25215,62.76,2,13.9
409,1,0,14.5,38.46,53.32644,-6.22529,45.83,0,20.24
410,0,3,0.6,38.37,53.33735,-6.24333,82.36,2,8.9
411,0,0,13.5,36.47,53.34655,-6.25509,118.83,0,18.81
412,1,3,1.8,38.67,53.33355,-6.22328,82.11,1,12.99
413,1,0,13.9,37.85,53.33795,-6.25412,84.04,2,17.05
414,1,1,12.3,40.02,53.32525,-6.23781,175.19,1,15.74
415,0,0,9.1,38.59,53.32131,-6.25615,47.75,1,27.97
416,1,3,10.7,36.92,53.32042,-6.23936,108.16,1,32.83
417,1,1,12.4,40.63,53.33147,-6.24075,83.64,1,11.49
418,0,1,13.4,38.31,53.3485,-6.2396,114.97,1,18.02
419,0,0,11.0,38.69,53.3286,-6.25514,34.02,1,23.76
420,0,2,0.5,38.34,53.34111,-6.22892,59.41,3,22.09
421,0,2,1.5,38.16,53.3313,-6.2218,99.47,0,26.46
422,1,2,6.8,36.21,53.32427,-6.23658,119.13,0,8.16
423,1,2,3.8,38.32,53.3366,-6.24285,125.35,0,15.32
424,0,2,1.0,38.28,53.3336,-6.25634,56.29,1,26.05
425,0,0,1.5,38.34,53.34103,-6.22258,47.56,1,18.19
426,0,2,13.0,38.58,53.33536,-6.22828,64.75,1,19.68
427,1,1,8.0,38.26,53.34708,-6.2492,95.93,2,16.21
428,0,3,12.9,36.82,53.33771,-6.25084,81.16,0,20.82
429,0,2,3.8,38.66,53.32463,-6.24901,67.71,2,25.56
430,0,0,12.4,37.71,53.32221,-6.2241,87.28,2,33.72
431,0,0,14.2,38.87,53.34272,-6.25326,53.4,2,26.84
432,0,3,10.1,39.12,53.34292,-6.25159,99.59,0,16.13
433,1,1,9.6,38.55,53.32317,-6.23717,59.46,2,12.6
434,0,2,0.9,39.52,53.32073,-6.228,83.51,2,24.61
435,1,0,14.4,38.13,53.32288,-6.25873,94.62,1,19.25
436,0,3,14.8,38.33,53.34973,-6.22027,100.12,2,13.43
437,0,1,10.0,38.67,53.32731,-6.23942,100.74,0,15.47
438,1,0,4.1,37.87,53.34066,-6.25941,85.27,1,14.06
439,0,1,6.2,37.74,53.34753,-6.22172,67.28,1,13.82
440,1,1,0.8,40.0,53.32046,-6.2467,93.88,0,20.43
441,0,2,7.1,38.39,53.33602,-6.24275,63.05,3,31.4
442,1,3,8.9,38.32,53.32712,-6.24563,75.68,3,24.68
443,1,2,1.1,38.61,53.33657,-6.23132,61.97,1,17.36
444,0,2,4.0,38.65,53.33717,-6.25216,127.75,3,23.86
445,1,0,7.6,38.81,53.32374,-6.24535,108.28,1,35.02
446,1,2,10.2,37.85,53.33468,-6.25214,90.44,0,5.96
447,1,0,10.7,38.85,53.33734,-6.24552,119.61,3,16.02
448,1,3,11.9,40.02,53.34128,-6.25522,77.08,0,16.53
449,1,1,3.3,39.93,53.32546,-6.22276,119.32,0,21.12
450,0,3,5.6,38.35,53.3237,-6.23401,108.19,0,5.89
451,1,3,10.6,37.97,53.34871,-6.22977,64.84,1,18.13
452,1,3,3.2,39.09,53.34426,-6.23743,90.54,0,20.69
453,1,3,10.7,39.04,53.34625,-6.22178,31.58,3,8.05
454,0,0,4.7,37.73,53.33164,-6.25982,65.47,1,11.8
455,1,1,10.4,39.13,53.32199,-6.23586,83.18,1,16.2
456,0,1,7.1,38.5,53.34372,-6.2394,87.56,2,26.07
457,0,1,7.8,38.76,53.32813,-6.22055,109.02,1,11.95
458,0,0,5.6,38.78,53.32864,-6.22961,62.55,1,18.67
459,1,3,3.9,38.43,53.34123,-6.24392,94.61,2,20.07
460,0,2,11.2,38.64,53.34002,-6.25189,102.52,1,8.9
461,1,3,11.0,39.22,53.34742,-6.25672,98.89,0,20.98
462,0,3,7.8,38.07,53.33013,-6.25556,80.08,2,22.37
463,0,3,5.7,39.61,53.33089,-6.25463,75.54,2,24.07
464,0,3,6.4,38.61,53.33743,-6.22351,121.49,0,15.68
465,0,1,5.8,38.49,53.32502,-6.24273,59.32,1,18.54
466,0,2,1.9,39.53,53.33967,-6.24291,200.2,1,5.75
467,0,2,6.3,38.62,53.33478,-6.25399,113.21,2,16.6
468,1,1,7.9,38.28,53.32732,-6.22993,57.21,0,19.36
469,0,2,1.8,38.22,53.33868,-6.23496,137.13,0,16.7
470,1,1,14.3,38.29,53.33641,-6.23506,139.26,1,26.34
471,1,0,9.3,38.72,53.32613,-6.23009,32.59,1,12.35
472,0,0,9.5,37.76,53.33548,-6.25425,96.13,0,20.33
473,1,3,13.3,38.85,53.32573,-6.23051,49.22,3,15.5
474,1,3,14.4,38.8,53.33122,-6.23011,107.79,3,17.46
475,1,1,10.0,38.9,53.33496,-6.24317,87.06,2,23.2
476,0,2,11.8,37.91,53.33111,-6.25663,78.52,1,14.48
477,0,1,7.8,38.2,53.33293,-6.2475,61.82,0,20.93
478,1,2,9.6,37.99,53.32698,-6.25474,82.86,1,34.31
479,0,0,2.0,38.78,53.34679,-6.25409,109.99,0,20.0
480,1,1,1.6,39.78,53.32813,-6.23002,172.74,1,20.61
481,1,1,3.7,38.03,53.34979,-6.24478,61.17,1,15.65
482,1,0,1.1,38.42,53.32964,-6.24082,90.88,3,16.81
483,0,3,3.6,38.9,53.3499,-6.25147,75.06,0,17.8
484,1,3,9.7,38.33,53.34667,-6.22647,94.95,0,15.04
485,1,0,4.3,37.85,53.33208,-6.2288,92.7,2,11.19
486,1,3,12.1,37.93,53.34934,-6.2509,93.89,0,14.03
487,0,2,2.0,38.43,53.33912,-6.23625,99.22,3,19.87
488,1,0,12.3,38.9,53.34071,-6.22795,134.36,0,27.68
489,0,2,7.5,38.28,53.32339,-6.23228,75.14,0,11.45
490,1,0,10.3,38.51,53.32893,-6.255,94.54,1,15.07
491,0,3,11.4,38.8,53.34876,-6.25219,78.11,2,5.52
492,0,3,13.9,38.34,53.33299,-6.22426,106.39,2,21.83
493,0,0,3.2,38.45,53.32416,-6.2558,63.72,0,28.4
494,1,2,10.5,38.0,53.34893,-6.24179,73.73,2,15.93
495,1,0,11.1,38.56,53.33744,-6.2332,177.11,1,19.22
496,1,0,11.5,39.54,53.34707,-6.23317,174.37,2,22.02
497,0,2,14.8,38.54,53.32854,-6.22897,36.14,0,19.28
498,1,3,2.7,38.1,53.34428,-6.22942,57.12,1,26.0
499,0,0,8.0,36.69,53.3345,-6.25696,139.39,0,22.73
500,0,1,1.7,38.11,53.32237,-6.25055,107.21,3,23.67
501,0,1,11.1,38.48,53.34659,-6.24862,80.38,2,12.72
502,1,3,13.4,38.51,53.32398,-6.24595,112.49,2,13.7
503,0,3,10.5,38.74,53.32786,-6.2324,62.61,0,18.12
504,1,2,14.6,38.06,53.34004,-6.2292,71.15,0,24.88
505,1,2,7.8,38.34,53.32533,-6.23458,94.41,2,5.44
506,1,2,11.8,38.34,53.32742,-6.22832,95.04,3,19.8
507,0,3,5.0,39.08,53.3286,-6.22776,88.24,0,34.06
508,1,1,5.8,38.7,53.33929,-6.2409,130.3,1,15.95
509,1,2,5.1,38.89,53.3321,-6.22968,96.59,2,34.49
510,1,0,4.0,38.31,53.32644,-6.25663,96.23,0,23.14
511,1,1,10.6,38.06,53.32498,-6.25789,116.43,1,20.35
512,1,2,6.7,40.3,53.32579,-6.22965,87.18,1,10.97
513,1,3,7.7,38.55,53.32602,-6.22217,101.07,0,19.77
514,0,3,14.2,39.22,53.32833,-6.22043,54.94,1,18.73
515,0,0,12.6,37.58,53.34553,-6.24183,121.29,0,27.53
516,0,2,7.5,38.67,53.3417,-6.22642,104.64,1,12.87
517,1,0,6.4,38.24,53.34061,-6.25406,71.31,2,19.02
518,1,3,6.6,38.18,53.34826,-6.25307,129.8,0,17.02
519,1,0,11.1,36.99,53.33893,-6.25107,102.69,1,24.88
520,0,2,5.3,39.16,53.32718,-6.25037,97.74,1,25.17
521,0,0,13.6,40.24,53.32407,-6.25049,97.7,0,25.33
522,0,2,8.6,38.87,53.32372,-6.22629,118.59,2,22.97
523,0,3,9.1,38.86,53.33652,-6.24063,101.63,3,5.45
524,0,2,14.8,40.33,53.33166,-6.23717,119.55,1,20.82
525,0,2,12.9,39.07,53.32448,-6.24616,44.71,2,20.15
526,0,0,11.7,36.51,53.34022,-6.25443,95.57,3,13.81
527,0,2,4.6,37.67,53.34506,-6.25594,82.75,2,23.53
528,0,3,13.0,37.87,53.32976,-6.24176,47.45,0,16.7
529,0,0,14.0,38.25,53.34941,-6.25077,111.59,2,28.24
530,0,1,1.0,38.87,53.34651,-6.24491,95.8,3,20.73
531,0,2,11.4,37.5,53.34064,-6.22921,87.83,0,4.97
532,0,1,12.6,37.69,53.32983,-6.22553,84.54,0,11.2
533,1,2,8.1,39.88,53.34116,-6.24664,99.14,3,19.1
534,1,1,10.7,38.95,53.3349,-6.25697,54.45,2,8.51
535,1,1,6.3,38.02,53.33442,-6.24708,107.74,0,17.34
536,0,1,12.6,38.87,53.32322,-6.25795,111.86,0,26.49
537,1,2,6.9,38.3,53.33298,-6.22506,85.39,0,9.73
538,1,2,4.7,38.95,53.32951,-6.23953,103.48,1,13.5
539,1,2,4.3,39.08,53.34574,-6.22151,106.85,0,10.97
540,0,0,12.9,38.89,53.34418,-6.24162,99.73,2,8.68
541,1,0,14.9,38.77,53.33556,-6.22017,62.22,1,21.77
542,0,1,2.5,38.78,53.34065,-6.22111,54.45,0,15.84
543,0,3,14.9,38.65,53.34001,-6.24181,59.29,0,20.65
544,0,0,5.5,39.14,53.32964,-6.22166,115.52,0,17.49
545,0,2,1.2,38.33,53.32564,-6.2453,74.59,0,24.29
546,1,2,12.6,38.49,53.34847,-6.24609,79.19,0,13.24
547,0,3,8.0,38.88,53.33737,-6.23975,82.8,1,12.24
548,0,0,10.6,38.86,53.34681,-6.22963,83.43,0,20.95
549,0,1,14.0,38.05,53.32857,-6.25298,62.86,2,15.02
550,1,0,13.1,38.65,53.34707,-6.25715,83.87,1,33.65
551,0,2,7.9,38.51,53.33605,-6.25682,76.37,0,19.44
552,0,1,8.8,38.47,53.32522,-6.23264,135.65,0,14.81
553,1,1,7.4,38.35,53.34051,-6.23081,71.93,0,18.43
554,0,3,12.2,38.44,53.34406,-6.24515,107.32,2,6.51
555,0,2,11.5,38.35,53.32686,-6.2303,70.44,1,18.51
556,0,0,14.2,38.38,53.332,-6.25749,94.11,0,17.92
557,1,1,14.2,38.43,53.34111,-6.25029,169.49,1,17.51
558,0,2,14.3,38.93,53.33556,-6.25715,96.3,0,6.49
559,1,3,9.6,37.83,53.32127,-6.23363,165.97,0,9.88
560,1,1,8.9,37.9,53.34283,-6.24759,111.56,0,16.57
561,1,3,14.7,37.93,53.33483,-6.24371,125.94,2,20.13
562,0,0,5.5,38.57,53.32572,-6.22853,87.87,1,17.91
563,1,3,1.4,39.01,53.32867,-6.23994,86.42,3,11.53
564,0,0,2.9,39.14,53.32306,-6.2231,101.67,0,14.51
565,1,0,12.6,37.06,53.34637,-6.25191,91.49,1,20.77
566,0,3,2.0,38.48,53.32445,-6.24005,90.51,2,25.13
567,0,2,3.3,38.62,53.34334,-6.25229,61.62,2,30.93
568,1,3,1.3,38.45,53.32512,-6.23337,39.47,3,15.7
569,1,2,5.9,39.12,53.33891,-6.23172,95.92,0,9.72
570,1,3,1.4,37.8,53.34149,-6.24906,69.1,2,18.78
571,1,0,10.2,38.53,53.32271,-6.24188,48.1,0,33.61
572,0,1,8.0,38.52,53.34049,-6.23959,88.31,0,21.23
573,0,2,10.8,38.13,53.32411,-6.23615,67.46,1,11.39
574,0,2,9.3,38.91,53.32159,-6.23377,110.07,0,21.41
575,1,1,14.2,38.93,53.32559,-6.23601,80.47,0,21.77
576,1,0,5.1,38.48,53.33963,-6.23435,116.36,0,23.06
577,1,2,11.5,38.23,53.33901,-6.2522,84.41,1,21.82
578,1,1,2.7,38.97,53.32186,-6.25424,117.07,3,28.8
579,1,0,8.5,38.35,53.32923,-6.24245,167.2,2,13.0
580,1,3,7.4,37.94,53.34725,-6.25073,107.34,1,16.35
581,0,3,4.6,38.88,53.3285,-6.23455,121.96,0,25.36
582,1,3,15.0,37.89,53.3337,-6.25233,161.21,1,22.1
583,1,2,1.2,38.41,53.32966,-6.24709,193.73,0,23.28
584,0,2,2.2,40.83,53.33966,-6.24092,95.18,2,16.78
585,1,2,14.9,38.12,53.33914,-6.23532,39.8,1,20.12
586,1,3,5.2,38.89,53.32386,-6.22438,97.95,0,20.84
587,0,1,2.8,38.2,53.32924,-6.23686,87.12,1,22.19
588,0,1,3.2,36.8,53.33013,-6.23222,104.64,2,21.6
589,1,0,9.4,38.14,53.33271,-6.24503,188.67,3,22.15
590,0,2,8.6,38.51,53.32453,-6.24695,78.85,1,15.06
591,0,1,14.1,38.22,53.32286,-6.24341,174.18,2,20.35
592,1,1,10.5,38.15,53.34383,-6.23775,96.93,1,22.18
593,1,0,7.1,37.9,53.32772,-6.22916,127.4,0,17.32
594,0,3,12.9,38.8,53.32999,-6.25198,132.11,1,11.76
595,1,0,1.2,37.74,53.32517,-6.2509,106.39,0,26.59
596,1,0,13.1,38.34,53.3499,-6.24232,82.93,1,12.83
597,1,3,1.1,37.93,53.33909,-6.24291,91.0,2,19.96
598,1,1,5.3,37.47,53.34266,-6.25467,138.74,0,14.53
599,0,3,10.2,38.19,53.34238,-6.2221,85.53,3,27.14
600,0,3,9.9,38.21,53.32913,-6.25802,161.16,3,5.16
601,1,1,7.8,38.36,53.33534,-6.2296,53.19,0,15.23
602,1,0,12.9,38.12,53.34047,-6.23931,91.89,1,15.75
603,1,0,3.0,38.84,53.32895,-6.25761,118.64,1,16.64
604,1,2,8.1,38.45,53.32551,-6.25973,89.45,3,15.33
605,1,1,7.1,38.57,53.33767,-6.2386,88.07,0,12.98
606,1,1,8.2,38.99,53.33921,-6.25527,97.65,1,5.32
607,0,3,11.3,40.52,53.34293,-6.2564,143.7,1,17.97
608,0,1,7.3,38.54,53.32312,-6.23818,61.79,0,14.1
609,0,0,0.9,38.22,53.32972,-6.24073,81.0,1,12.64
610,1,3,6.4,38.58,53.34209,-6.22381,68.86,0,11.58
611,1,0,9.3,38.09,53.33726,-6.24062,98.4,0,11.47
612,0,2,6.8,37.88,53.33013,-6.24985,99.44,1,5.25
613,0,0,8.6,37.91,53.34966,-6.22177,102.77,0,13.56
614,0,2,12.1,36.39,53.32631,-6.25274,162.19,0,19.73
615,0,2,2.4,38.71,53.32017,-6.24184,67.35,1,24.27
616,0,2,5.0,38.63,53.34334,-6.22883,78.78,2,6.82
617,0,0,8.9,38.7,53.34249,-6.24418,53.71,2,17.25
618,0,3,3.6,36.33,53.3266,-6.25027,92.38,3,24.85
619,1,2,7.3,38.39,53.32753,-6.24383,70.39,3,17.04
620,1,2,4.2,38.63,53.34055,-6.23956,109.37,3,29.82
621,1,0,13.4,38.26,53.3473,-6.2359,74.97,0,17.16
622,1,1,2.0,38.53,53.32177,-6.22309,93.44,3,13.06
623,0,0,8.6,38.8,53.34021,-6.22435,99.85,2,9.76
624,1,0,12.5,38.07,53.33358,-6.22099,79.88,1,24.12
625,1,3,10.1,38.73,53.32221,-6.22946,94.78,0,23.56
626,1,2,0.8,36.78,53.33841,-6.25988,100.59,2,20.74
627,0,0,2.7,37.87,53.32364,-6.22137,84.54,2,15.16
628,0,3,14.0,38.35,53.33063,-6.22371,107.07,0,8.54
629,1,0,13.7,38.67,53.32642,-6.22917,84.29,2,26.38
630,0,1,5.9,38.31,53.34635,-6.25231,77.39,1,17.3
631,1,3,1.8,39.15,53.33527,-6.25639,102.11,1,11.9
632,1,3,6.0,38.26,53.34559,-6.22391,78.86,1,16.41
633,0,0,9.6,40.85,53.34699,-6.22374,97.41,0,16.77
634,1,2,12.4,38.2,53.33361,-6.25351,75.82,1,17.83
635,1,3,13.8,38.21,53.32457,-6.25715,34.98,1,18.6
636,0,2,5.6,38.62,53.33438,-6.22872,93.76,0,16.78
637,1,2,12.5,38.55,53.34171,-6.2418,116.48,0,11.26
638,1,3,4.1,40.77,53.34937,-6.23914,91.61,0,28.7
639,1,2,5.2,38.44,53.32898,-6.2561,88.04,0,17.45
640,1,3,8.3,38.8,53.33772,-6.22969,80.58,1,13.12
641,0,0,4.0,37.88,53.34673,-6.25978,61.72,0,16.69
642,1,1,10.9,38.57,53.32672,-6.227,101.17,1,31.05
643,0,3,8.8,38.73,53.32061,-6.23144,73.26,3,23.35
644,1,0,6.4,38.0,53.32115,-6.23226,159.83,2,8.91
645,1,0,10.9,37.53,53.33915,-6.23531,112.56,1,23.13
646,0,1,1.4,38.1,53.34734,-6.2305,111.42,0,17.98
647,1,0,1.7,38.05,53.34578,-6.22416,183.59,1,15.29
648,0,0,5.6,38.38,53.32831,-6.22387,46.54,0,17.13
649,1,3,12.6,38.93,53.33311,-6.22781,116.81,1,13.22
650,1,1,7.7,38.88,53.33777,-6.23385,127.28,0,23.94
651,1,0,11.7,38.75,53.32652,-6.25478,185.18,1,16.88
652,1,1,2.8,36.49,53.34805,-6.22268,88.85,0,16.16
653,1,1,2.8,38.51,53.32008,-6.25193,46.62,0,14.35
654,1,3,0.6,38.51,53.32058,-6.24245,186.24,0,21.91
655,1,1,4.9,38.68,53.32977,-6.23768,65.26,0,27.27
656,0,1,10.1,38.67,53.32501,-6.22235,90.28,0,23.86
657,0,1,6.9,38.59,53.3209,-6.25365,114.49,0,16.09
658,0,2,14.5,38.54,53.34159,-6.23239,106.02,0,21.48
659,1,2,10.4,36.13,53.34268,-6.2551,186.8,2,19.11
660,1,1,4.9,38.87,53.3358,-6.23235,91.41,0,24.64
661,0,1,11.0,38.87,53.34514,-6.25083,121.95,0,22.46
662,0,2,4.0,38.28,53.33615,-6.24193,95.51,1,18.77
663,1,0,2.4,37.99,53.33492,-6.22262,81.01,2,14.88
664,1,2,11.8,38.18,53.32973,-6.25953,110.47,2,34.16
665,1,0,10.6,38.2,53.33431,-6.25767,57.16,1,28.16
666,0,3,12.9,37.88,53.34298,-6.24692,41.11,2,18.42
667,1,1,12.7,39.79,53.33026,-6.25489,115.86,0,21.99
668,1,1,10.0,37.73,53.32238,-6.24064,89.78,0,17.47
669,0,2,12.1,38.84,53.34319,-6.23222,124.32,0,5.6
670,1,1,7.0,37.89,53.32044,-6.23419,97.06,3,7.47
671,1,0,8.9,38.44,53.33096,-6.25443,35.88,1,17.51
672,0,3,8.6,38.8,53.32276,-6.24624,83.42,2,17.49
673,0,0,12.7,37.81,53.34541,-6.25287,57.2,0,16.63
674,1,3,9.2,36.83,53.3409,-6.22782,114.32,0,23.83
675,0,1,8.4,38.22,53.34122,-6.22414,94.95,3,19.73
676,0,2,10.3,37.87,53.33632,-6.25431,83.69,0,16.69
677,0,1,4.4,38.67,53.32839,-6.24346,97.56,0,15.31
678,0,1,14.5,37.49,53.34796,-6.25551,99.56,0,24.03
679,0,1,1.1,38.94,53.32312,-6.24137,35.02,2,11.21
680,0,1,3.8,40.39,53.32712,-6.23562,167.15,2,17.54
681,0,2,2.0,38.94,53.32705,-6.23261,62.76,3,18.35
682,1,3,10.1,38.13,53.32376,-6.22539,113.15,0,17.4
683,0,3,10.2,38.46,53.33091,-6.24908,74.02,0,21.82
684,0,1,7.5,38.59,53.3246,-6.25868,197.42,2,17.0
685,1,0,11.4,38.64,53.34319,-6.2207,94.48,0,20.83
686,1,0,6.9,38.48,53.34377,-6.23401,50.49,1,9.45
687,0,3,3.5,38.53,53.3321,-6.24837,93.8,0,15.89
688,0,3,2.0,40.86,53.34748,-6.22094,61.61,2,16.9
689,1,0,8.4,38.64,53.32784,-6.25768,85.36,3,22.99
690,0,2,9.7,40.86,53.32113,-6.24492,100.14,0,19.22
691,0,2,5.7,38.62,53.3476,-6.23911,84.54,1,12.54
692,0,0,2.5,37.81,53.32222,-6.22532,73.23,2,17.74
693,0,3,13.5,38.06,53.3464,-6.25288,77.32,1,19.3
694,0,3,2.7,38.96,53.34277,-6.22193,70.76,1,12.87
695,1,2,1.5,38.35,53.34842,-6.22599,146.33,0,19.45
696,0,0,12.1,38.33,53.34981,-6.2508,90.41,3,8.81
697,1,1,7.1,40.35,53.34537,-6.24157,86.16,3,21.98
698,0,1,14.0,40.47,53.32276,-6.23933,64.25,2,18.52
699,1,2,4.1,38.21,53.32962,-6.2386,90.63,0,17.7
700,1,3,8.5,38.13,53.33149,-6.2358,89.08,1,8.37
701,0,2,13.2,36.19,53.3271,-6.2253,120.68,3,11.67
702,0,2,5.8,38.97,53.32976,-6.22027,132.52,1,23.54
703,1,3,10.1,39.0,53.34221,-6.22578,126.73,1,13.07
704,1,0,0.7,38.64,53.33812,-6.25599,75.14,0,25.14
705,0,3,10.4,38.66,53.34269,-6.25954,111.85,0,22.27
706,1,3,9.1,38.74,53.34947,-6.24915,184.22,1,11.78
707,1,3,12.1,38.42,53.32861,-6.24748,108.52,3,21.44
708,1,1,7.2,37.91,53.34752,-6.22877,99.6,1,14.13
709,1,1,5.6,39.11,53.32583,-6.22912,100.45,2,15.85
710,0,0,6.0,38.11,53.32991,-6.24832,138.05,2,16.45
711,1,1,10.7,37.93,53.34903,-6.2561,96.59,1,14.71
712,0,2,4.0,40.11,53.34409,-6.24546,87.22,0,21.62
713,0,2,2.6,38.2,53.32383,-6.23293,117.67,0,12.5
714,0,1,13.3,38.14,53.3465,-6.2578,55.57,0,16.7
715,1,1,11.4,38.33,53.34512,-6.22636,83.25,0,20.05
716,1,1,12.7,37.95,53.33643,-6.22401,189.82,2,10.31
717,0,1,1.5,39.25,53.33277,-6.22305,114.18,2,15.26
718,0,1,6.7,38.99,53.33105,-6.23888,91.65,1,24.44
719,1,1,6.7,39.12,53.33502,-6.23992,51.88,1,7.6
720,1,1,13.0,37.86,53.34676,-6.2479,104.03,1,14.84
721,1,2,8.1,38.07,53.32364,-6.24448,61.88,0,23.64
722,0,1,8.8,38.81,53.32791,-6.2427,91.92,1,31.6
723,1,1,10.7,38.35,53.33446,-6.24304,90.92,0,17.05
724,0,2,12.7,38.87,53.34757,-6.2385,99.05,0,11.13
725,0,2,1.6,37.96,53.33419,-6.25206,95.65,0,15.41
726,0,0,11.2,38.05,53.32017,-6.25193,81.49,0,14.18
727,0,2,9.5,38.12,53.33538,-6.22308,168.35,3,26.79
728,0,0,6.9,38.5,53.34721,-6.25757,184.68,0,17.02
729,0,3,1.3,40.01,53.3416,-6.25373,100.11,2,23.91
730,0,2,10.0,38.89,53.34192,-6.22349,193.36,2,17.16
731,1,1,4.1,38.21,53.3454,-6.22566,64.53,1,10.35
732,0,1,8.0,38.39,53.34469,-6.24122,122.77,0,12.88
733,1,0,14.1,38.22,53.32257,-6.23587,63.55,2,9.78
734,1,0,1.7,38.39,53.34083,-6.22724,176.3,1,24.32
735,1,0,11.1,37.98,53.34492,-6.22113,146.69,1,9.82
736,1,1,3.5,38.95,53.33582,-6.24643,85.41,2,29.43
737,0,0,5.0,38.21,53.33292,-6.24537,41.6,2,19.19
738,0,1,1.2,37.96,53.34544,-6.22599,91.66,0,20.86
739,0,3,6.6,38.08,53.32993,-6.25944,177.76,2,15.6
740,1,2,6.4,38.62,53.32392,-6.24858,115.08,3,22.03
741,1,3,8.4,38.38,53.3232,-6.23962,54.86,2,25.26
742,1,2,8.2,38.73,53.34906,-6.25002,96.92,1,22.34
743,1,3,1.8,40.53,53.32381,-6.23666,75.06,0,-0.67
744,1,0,13.6,38.45,53.33214,-6.23658,66.84,0,12.55
745,1,1,6.4,38.97,53.32775,-6.24923,71.52,1,18.23
746,1,2,11.2,36.73,53.32823,-6.25646,121.89,2,8.53
747,0,0,5.2,38.87,53.34154,-6.23024,76.32,0,14.44
748,1,1,3.4,38.81,53.33209,-6.23448,100.66,0,16.64
749,1,1,2.3,37.99,53.33774,-6.23902,143.74,1,13.93
750,0,1,4.2,38.17,53.34309,-6.25485,101.28,0,32.48
751,0,2,7.8,40.08,53.32696,-6.23804,55.93,0,17.29
752,1,3,14.7,38.4,53.33721,-6.25238,192.46,0,14.42
753,1,3,12.2,39.09,53.32323,-6.24702,81.12,0,14.1
754,0,2,13.4,38.99,53.34074,-6.2433,126.3,3,15.58
755,1,1,1.1,37.38,53.33149,-6.24151,90.7,0,20.87
756,1,1,3.4,37.79,53.32585,-6.2261,103.48,0,26.13
757,1,2,1.9,38.67,53.33607,-6.24669,133.1,1,20.03
758,0,1,2.3,38.63,53.3356,-6.23662,89.12,2,19.83
759,1,1,6.0,38.44,53.33251,-6.24708,187.37,2,22.42
760,1,2,12.5,38.57,53.34817,-6.22103,63.36,1,20.3
761,0,3,3.4,39.96,53.32052,-6.22288,137.33,0,7.43
762,0,1,12.7,38.87,53.33986,-6.23221,70.31,2,11.53
763,0,3,5.9,39.22,53.33465,-6.24335,80.15,2,26.85
764,0,0,5.7,38.24,53.34813,-6.22289,98.21,2,7.71
765,0,1,10.9,38.6,53.34842,-6.25779,74.44,0,21.24
766,1,3,11.0,37.84,53.33173,-6.24152,166.63,0,19.2
767,1,1,14.6,38.46,53.32738,-6.22195,131.8,1,21.87
768,0,0,11.0,38.28,53.32005,-6.24414,88.44,2,19.39
769,0,2,8.8,36.23,53.33926,-6.24469,117.43,3,12.37
770,0,1,5.3,38.08,53.32824,-6.22614,78.09,0,21.21
771,1,2,5.9,36.38,53.34275,-6.23227,92.71,1,20.77
772,0,1,0.7,39.82,53.33606,-6.24519,71.57,0,21.95
773,0,0,2.5,40.08,53.32278,-6.22336,122.1,0,15.06
774,0,0,12.9,38.95,53.33458,-6.25564,77.92,0,27.18
775,1,3,0.6,38.55,53.34721,-6.22557,91.0,1,17.58
776,1,0,0.9,38.97,53.33821,-6.24264,117.39,3,13.21
777,0,2,12.8,36.48,53.32509,-6.22558,83.46,2,18.32
778,0,2,13.5,38.25,53.33093,-6.22346,64.15,2,20.28
779,0,2,4.9,38.03,53.32171,-6.22018,101.4,3,28.57
780,0,2,9.3,38.21,53.33792,-6.22546,90.0,1,24.42
781,1,1,8.3,39.05,53.33748,-6.22444,110.29,0,31.7
782,1,2,13.9,38.4,53.3479,-6.24128,146.21,2,20.67
783,1,1,8.7,38.64,53.32839,-6.25011,112.75,3,20.17
784,1,2,10.5,40.22,53.34365,-6.25806,89.38,0,10.05
785,1,0,4.0,38.63,53.32983,-6.22352,83.9,0,9.03
786,0,3,3.2,40.94,53.34171,-6.2421,70.17,0,21.22
787,1,2,11.5,38.53,53.32575,-6.25026,122.56,2,20.49
788,1,3,5.0,40.66,53.33953,-6.25376,97.39,0,7.56
789,0,3,3.1,38.3,53.32395,-6.24914,61.61,1,34.64
790,0,3,3.4,38.17,53.34922,-6.25187,73.94,0,20.67
791,1,3,2.3,39.72,53.32127,-6.24903,112.79,0,15.3
792,1,0,9.5,38.47,53.33796,-6.2554,115.57,1,16.88
793,1,1,2.7,39.82,53.34455,-6.24234,113.23,0,22.05
794,0,1,7.4,38.4,53.32696,-6.24492,66.78,2,15.49
795,1,1,14.7,38.6,53.33472,-6.24999,98.3,0,25.15
